deal_id,start_date,min_req,treatment,prom_length,price,discount_pct,coupon_duration,featured,limited_supply,fb_likes,quantity_sold,revenue
s3-singles-social-sports-leagues-1,4/14/2012,1,0,3,55,52,6,0,1,24,30,1650
s3-singles-social-sports-leagues-chicago,6/24/2012,1,0,3,55,52,8,0,1,68,110,6050
school-product-yarn,6/8/2012,1,0,4,25,50,123,0,1,21,190,4750
seabreeze-charter-1,5/7/2012,1,0,3,180,50,511,0,1,57,90,16200
seabreeze-charter-2,5/27/2012,1,0,3,180,50,126,0,1,39,60,10800
seacoast-sailing-boston,6/21/2012,1,0,5,99,50,12,1,1,22,210,20790
seadog-cruises-chicago-4,6/27/2012,1,0,4,16,47,94,0,1,540,5000,80000
serpent-safari,1/21/2012,1,0,2,14,50,187,0,0,25,490,6860
signature-segway-adventures,7/17/2012,1,0,4,39,51,75,0,1,118,820,31980
sky-zone-everett,7/27/2012,1,0,5,12,50,35,0,1,384,1000,12000
skyventure-new-hampshire-boston-3,7/28/2012,1,0,6,55,42,107,0,1,204,1000,55000
skyventure-new-hampshire-ny,7/30/2012,1,0,6,55,42,105,0,1,33,30,1650
skyventure-ny,1/20/2012,1,0,3,55,42,255,0,0,11,60,3300
spins-bowl-llc-1,1/11/2012,1,0,3,19,60,189,0,1,8,90,1710
sportations-chicago-2,2/17/2012,1,0,4,139,50,375,0,1,0,100,13900
sportations-chicago-4,7/15/2012,1,0,3,139,47,367,0,1,95,60,8340
sportations-chicago-5,7/28/2012,1,0,3,149,47,368,0,0,55,70,10430
sportations-new-york-1,5/14/2012,1,0,4,149,49,365,0,1,142,170,25330
sportations-nyc-1,7/14/2012,1,0,4,139,50,367,0,0,561,190,26410
stardust-bowl-ii,4/28/2012,1,0,3,19,69,125,0,1,49,1000,19000
suevel-studios-2,6/5/2012,1,0,3,30,50,274,0,1,23,340,10200
suevel-studios-chicago-1,1/27/2012,1,0,3,30,50,187,0,0,15,160,4800
sun-aero-helicopters-3,5/19/2012,1,0,6,99,40,365,0,1,65,300,29700
sun-aero-helicopters-inc-chicago,6/12/2012,1,0,5,99,40,370,0,1,64,230,22770
tall-ship-adventures-of-chicago-2,7/11/2012,1,0,4,15,50,83,0,1,154,1000,15000
tall-ship-red-witch-llc,4/30/2012,1,0,3,67,51,123,0,1,20,150,10050
taltree-arboretum-gardens-1,2/12/2012,1,0,3,20,50,66,0,0,49,250,5000
taste-of-allston-1,6/3/2012,1,0,5,20,50,4,0,1,44,130,2600
team-combat-live,5/20/2012,1,0,3,79,51,122,0,1,32,30,2370
the-badlandz-paintball-field-3,5/12/2012,1,0,3,46,52,111,0,1,42,70,3220
the-bloomfield-school,4/14/2012,1,0,4,75,63,122,0,1,23,90,6750
the-butterfly-place-boston,2/9/2012,1,0,4,12,50,264,0,0,160,1000,12000
the-copacabana,1/20/2012,1,0,5,59,58,185,1,0,60,810,47790
the-gladiator-assault-challenge-chicago,2/4/2012,1,0,3,49,59,48,0,1,148,370,18130
the-murder-mystery-company-30,7/13/2012,1,0,4,29,52,95,0,1,113,580,16820
the-new-york-botanical-garden-2,1/27/2012,1,0,4,10,50,64,0,0,38,530,5300
the-nonverbal-group,7/31/2012,1,0,5,29,71,363,0,1,18,290,8410
the-northwest-passage-3,5/12/2012,1,0,3,29,52,368,0,1,48,590,17110
the-original-tremont-tearoom-boston-1,1/23/2012,1,0,4,29,52,190,1,0,61,610,17690
the-pink-sneaker,1/22/2012,1,0,3,29,55,185,0,0,12,90,2610
two-brothers-farm,7/28/2012,1,0,4,10,50,185,0,1,5,30,300
unlimited-biking,7/28/2012,1,0,5,49,51,184,0,1,13,20,980
urban-dare-3,5/8/2012,1,0,3,45,50,32,0,0,168,240,10800
urban-dare-7,5/13/2012,1,0,4,45,50,5,1,0,61,60,2700
urban-dare-nyc,4/12/2012,1,0,4,45,50,29,0,1,69,150,6750
us-rafting-2,2/3/2012,1,0,5,49,62,230,1,1,180,970,47530
valastro-international-academy,1/18/2012,1,0,3,39,72,189,1,0,335,1000,39000
vertical-dreams-1,7/20/2012,1,0,5,39,65,178,0,1,35,160,6240
vertical-dreams-2,7/27/2012,1,0,4,39,65,172,1,1,15,100,3900
victoria-mansion-1,6/12/2012,1,0,5,15,50,78,0,1,4,20,300
victory-archers-2,4/30/2012,1,0,3,10,50,184,0,1,190,750,7500
victory-archers-new-york,1/26/2012,1,0,4,10,50,187,0,0,30,350,3500
vintage-bicycle-tours-1,4/28/2012,1,0,3,75,53,151,0,1,3,30,2250
waterfront-enterprises-parent,6/12/2012,1,0,5,25,42,79,0,1,83,1000,25000
wateriders,5/8/2012,1,0,3,24,52,176,0,1,147,630,15120
wateriders-1,6/25/2012,1,0,3,119,54,112,0,1,223,220,26180
wecyclenyc,6/27/2012,1,0,4,12,52,97,0,1,83,60,720
whitewater-challengers-9,5/2/2012,1,0,5,45,54,164,0,1,110,170,7650
world-domination-events,6/23/2012,1,0,8,149,67,52,0,1,116,150,22350
xtreme-xperience-chicago,7/27/2012,1,0,4,159,60,29,0,1,104,130,20670
your-neighborhood-theatre,4/12/2012,1,0,4,19,51,187,0,1,93,1000,19000
yu-kids-island,5/1/2012,1,0,3,28,53,99,0,1,214,820,22960
